Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID	Entrez Gene ID
Pmvk	current symbol	MGI:1915853	Pmvk	phosphomevalonate kinase	protein coding gene	ENSMUSG00000027952	68603
Pnmal1	current symbol	MGI:1918941	Pnmal1	PNMA-like 1	protein coding gene	ENSMUSG00000041141	71691
Pnmal2	current symbol	MGI:3645856	Pnmal2	PNMA-like 2	protein coding gene	ENSMUSG00000070802	434128
Pnoc	current symbol	MGI:105308	Pnoc	prepronociceptin	protein coding gene	ENSMUSG00000045731	18155
Podxl	current symbol	MGI:1351317	Podxl	podocalyxin-like	protein coding gene	ENSMUSG00000025608	27205
Pomgnt2	current symbol	MGI:2143424	Pomgnt2	protein O-linked mannose beta 1,4-N-acetylglucosaminyltransferase 2	protein coding gene	ENSMUSG00000066235	215494
Ppa1	current symbol	MGI:97831	Ppa1	pyrophosphatase (inorganic) 1	protein coding gene	ENSMUSG00000020089	67895
Ppa2	current symbol	MGI:1922026	Ppa2	pyrophosphatase (inorganic) 2	protein coding gene	ENSMUSG00000028013	74776
Ppfibp2	current symbol	MGI:894649	Ppfibp2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	protein coding gene	ENSMUSG00000036528	19024
Pphln1	current symbol	MGI:1917029	Pphln1	periphilin 1	protein coding gene	ENSMUSG00000036167	223828
Ppif	current symbol	MGI:2145814	Ppif	peptidylprolyl isomerase F (cyclophilin F)	protein coding gene	ENSMUSG00000021868	105675
Ppm1k	current symbol	MGI:2442111	Ppm1k	protein phosphatase 1K (PP2C domain containing)	protein coding gene	ENSMUSG00000037826	243382
Ppp1r12b	current symbol	MGI:1916417	Ppp1r12b	protein phosphatase 1, regulatory subunit 12B	protein coding gene	ENSMUSG00000073557	329251
Ppp1r16b	current symbol	MGI:2151841	Ppp1r16b	protein phosphatase 1, regulatory subunit 16B	protein coding gene	ENSMUSG00000037754	228852
Ppp1r1b	current symbol	MGI:94860	Ppp1r1b	protein phosphatase 1, regulatory inhibitor subunit 1B	protein coding gene	ENSMUSG00000061718	19049
Ppp1r3c	current symbol	MGI:1858229	Ppp1r3c	protein phosphatase 1, regulatory subunit 3C	protein coding gene	ENSMUSG00000067279	53412
Ppp1r3e	current symbol	MGI:2145790	Ppp1r3e	protein phosphatase 1, regulatory subunit 3E	protein coding gene	ENSMUSG00000072494	105651
Ppp1r3g	current symbol	MGI:1923737	Ppp1r3g	protein phosphatase 1, regulatory subunit 3G	protein coding gene	ENSMUSG00000050423	76487
Ppp2r5a	current symbol	MGI:2388479	Ppp2r5a	protein phosphatase 2, regulatory subunit B', alpha	protein coding gene	ENSMUSG00000026626	226849
Ppp4r4	current symbol	MGI:1921771	Ppp4r4	protein phosphatase 4, regulatory subunit 4	protein coding gene	ENSMUSG00000021209	74521
Prag1	current symbol	MGI:1196223	Prag1	PEAK1 related kinase activating pseudokinase 1	protein coding gene	ENSMUSG00000050271	244418
Prdm8	current symbol	MGI:1924880	Prdm8	PR domain containing 8	protein coding gene	ENSMUSG00000035456	77630
Prex1	current symbol	MGI:3040696	Prex1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	protein coding gene	ENSMUSG00000039621	277360
Prkce	current symbol	MGI:97599	Prkce	protein kinase C, epsilon	protein coding gene	ENSMUSG00000045038	18754
Prkcq	current symbol	MGI:97601	Prkcq	protein kinase C, theta	protein coding gene	ENSMUSG00000026778	18761
Prkd1	current symbol	MGI:99879	Prkd1	protein kinase D1	protein coding gene	ENSMUSG00000002688	18760
Prmt7	current symbol	MGI:2384879	Prmt7	protein arginine N-methyltransferase 7	protein coding gene	ENSMUSG00000060098	214572
Prmt8	current symbol	MGI:3043083	Prmt8	protein arginine N-methyltransferase 8	protein coding gene	ENSMUSG00000030350	381813
Prnp	current symbol	MGI:97769	Prnp	prion protein	protein coding gene	ENSMUSG00000079037	19122
Prom1	current symbol	MGI:1100886	Prom1	prominin 1	protein coding gene	ENSMUSG00000029086	19126
Proser1	current symbol	MGI:1919933	Proser1	proline and serine rich 1	protein coding gene	ENSMUSG00000049504	212127
Prr14	current symbol	MGI:2384565	Prr14	proline rich 14	protein coding gene	ENSMUSG00000030822	233895
Prr5	current symbol	MGI:1924714	Prr5	proline rich 5 (renal)	protein coding gene	ENSMUSG00000036106	109270
Prr5l	current symbol	MGI:1919696	Prr5l	proline rich 5 like	protein coding gene	ENSMUSG00000032841	72446
Prrc1	current symbol	MGI:1916106	Prrc1	proline-rich coiled-coil 1	protein coding gene	ENSMUSG00000024594	73137
Prrt1	current symbol	MGI:1932118	Prrt1	proline-rich transmembrane protein 1	protein coding gene	ENSMUSG00000015476	260297
Prrt2	current symbol	MGI:1916267	Prrt2	proline-rich transmembrane protein 2	protein coding gene	ENSMUSG00000045114	69017
Prrt4	current symbol	MGI:2141677	Prrt4	proline-rich transmembrane protein 4	protein coding gene	ENSMUSG00000079654	101359
Prss35	current symbol	MGI:2444800	Prss35	protease, serine 35	protein coding gene	ENSMUSG00000033491	244954
Psat1	current symbol	MGI:2183441	Psat1	phosphoserine aminotransferase 1	protein coding gene	ENSMUSG00000024640	107272
Psme3	current symbol	MGI:1096366	Psme3	proteaseome (prosome, macropain) activator subunit 3 (PA28 gamma, Ki)	protein coding gene	ENSMUSG00000078652	19192
Psph	current symbol	MGI:97788	Psph	phosphoserine phosphatase	protein coding gene	ENSMUSG00000029446	100678
Ptger3	current symbol	MGI:97795	Ptger3	prostaglandin E receptor 3 (subtype EP3)	protein coding gene	ENSMUSG00000040016	19218
Ptpn5	current symbol	MGI:97807	Ptpn5	protein tyrosine phosphatase, non-receptor type 5	protein coding gene	ENSMUSG00000030854	19259
Ptprd	current symbol	MGI:97812	Ptprd	protein tyrosine phosphatase, receptor type, D	protein coding gene	ENSMUSG00000028399	19266
Ptprm	current symbol	MGI:102694	Ptprm	protein tyrosine phosphatase, receptor type, M	protein coding gene	ENSMUSG00000033278	19274
Ptprn2	current symbol	MGI:107418	Ptprn2	protein tyrosine phosphatase, receptor type, N polypeptide 2	protein coding gene	ENSMUSG00000056553	19276
Ptpro	current symbol	MGI:1097152	Ptpro	protein tyrosine phosphatase, receptor type, O	protein coding gene	ENSMUSG00000030223	19277
Ptprt	current symbol	MGI:1321152	Ptprt	protein tyrosine phosphatase, receptor type, T	protein coding gene	ENSMUSG00000053141	19281
Ptpru	current symbol	MGI:1321151	Ptpru	protein tyrosine phosphatase, receptor type, U	protein coding gene	ENSMUSG00000028909	19273
Pycr1	current symbol	MGI:2384795	Pycr1	pyrroline-5-carboxylate reductase 1	protein coding gene	ENSMUSG00000025140	209027
Qdpr	current symbol	MGI:97836	Qdpr	quinoid dihydropteridine reductase	protein coding gene	ENSMUSG00000015806	110391
Qsox2	current symbol	MGI:2387194	Qsox2	quiescin Q6 sulfhydryl oxidase 2	protein coding gene	ENSMUSG00000036327	227638
Rab11a	current symbol	MGI:1858202	Rab11a	RAB11A, member RAS oncogene family	protein coding gene	ENSMUSG00000004771	53869
Rab18	current symbol	MGI:102790	Rab18	RAB18, member RAS oncogene family	protein coding gene	ENSMUSG00000073639	19330
Rab3b	current symbol	MGI:1917158	Rab3b	RAB3B, member RAS oncogene family	protein coding gene	ENSMUSG00000003411	69908
Rab3il1	current symbol	MGI:1922010	Rab3il1	RAB3A interacting protein (rabin3)-like 1	protein coding gene	ENSMUSG00000024663	74760
Rab3ip	current symbol	MGI:105933	Rab3ip	RAB3A interacting protein	protein coding gene	ENSMUSG00000064181	216363
Rab6b	current symbol	MGI:107283	Rab6b	RAB6B, member RAS oncogene family	protein coding gene	ENSMUSG00000032549	270192
Rad23a	current symbol	MGI:105126	Rad23a	RAD23 homolog A, nucleotide excision repair protein	protein coding gene	ENSMUSG00000003813	19358
Ramp1	current symbol	MGI:1858418	Ramp1	receptor (calcitonin) activity modifying protein 1	protein coding gene	ENSMUSG00000034353	51801
Ramp3	current symbol	MGI:1860292	Ramp3	receptor (calcitonin) activity modifying protein 3	protein coding gene	ENSMUSG00000041046	56089
Rangap1	current symbol	MGI:103071	Rangap1	RAN GTPase activating protein 1	protein coding gene	ENSMUSG00000022391	19387
Rap1gap	current symbol	MGI:109338	Rap1gap	Rap1 GTPase-activating protein	protein coding gene	ENSMUSG00000041351	110351
Rap2a	current symbol	MGI:97855	Rap2a	RAS related protein 2a	protein coding gene	ENSMUSG00000051615	76108
Rap2c	current symbol	MGI:1919315	Rap2c	RAP2C, member of RAS oncogene family	protein coding gene	ENSMUSG00000050029	72065
Rapgef3	current symbol	MGI:2441741	Rapgef3	Rap guanine nucleotide exchange factor (GEF) 3	protein coding gene	ENSMUSG00000022469	223864
Rasa3	current symbol	MGI:1197013	Rasa3	RAS p21 protein activator 3	protein coding gene	ENSMUSG00000031453	19414
Rasa4	current symbol	MGI:1858600	Rasa4	RAS p21 protein activator 4	protein coding gene	ENSMUSG00000004952	54153
Rasal1	current symbol	MGI:1330842	Rasal1	RAS protein activator like 1 (GAP1 like)	protein coding gene	ENSMUSG00000029602	19415
Rasd2	current symbol	MGI:1922391	Rasd2	RASD family, member 2	protein coding gene	ENSMUSG00000034472	75141
Rasgef1a	current symbol	MGI:1917977	Rasgef1a	RasGEF domain family, member 1A	protein coding gene	ENSMUSG00000030134	70727
Rasgrf1	current symbol	MGI:99694	Rasgrf1	RAS protein-specific guanine nucleotide-releasing factor 1	protein coding gene	ENSMUSG00000032356	19417
Rasgrf2	current symbol	MGI:109137	Rasgrf2	RAS protein-specific guanine nucleotide-releasing factor 2	protein coding gene	ENSMUSG00000021708	19418
Rasgrp1	current symbol	MGI:1314635	Rasgrp1	RAS guanyl releasing protein 1	protein coding gene	ENSMUSG00000027347	19419
Rasgrp2	current symbol	MGI:1333849	Rasgrp2	RAS, guanyl releasing protein 2	protein coding gene	ENSMUSG00000032946	19395
Rassf5	current symbol	MGI:1926375	Rassf5	Ras association (RalGDS/AF-6) domain family member 5	protein coding gene	ENSMUSG00000026430	54354
Raver2	current symbol	MGI:2443623	Raver2	ribonucleoprotein, PTB-binding 2	protein coding gene	ENSMUSG00000035275	242570
Rbfox1	current symbol	MGI:1926224	Rbfox1	RNA binding protein, fox-1 homolog (C. elegans) 1	protein coding gene	ENSMUSG00000008658	268859
Rbfox2	current symbol	MGI:1933973	Rbfox2	RNA binding protein, fox-1 homolog (C. elegans) 2	protein coding gene	ENSMUSG00000033565	93686
Rbfox3	current symbol	MGI:106368	Rbfox3	RNA binding protein, fox-1 homolog (C. elegans) 3	protein coding gene	ENSMUSG00000025576	52897
Rbms3	current symbol	MGI:2444477	Rbms3	RNA binding motif, single stranded interacting protein	protein coding gene	ENSMUSG00000039607	207181
Rbp4	current symbol	MGI:97879	Rbp4	retinol binding protein 4, plasma	protein coding gene	ENSMUSG00000024990	19662
Rbpms	current symbol	MGI:1334446	Rbpms	RNA binding protein gene with multiple splicing	protein coding gene	ENSMUSG00000031586	19663
Rcl1	current symbol	MGI:1913275	Rcl1	RNA terminal phosphate cyclase-like 1	protein coding gene	ENSMUSG00000024785	59028
Rcn1	current symbol	MGI:104559	Rcn1	reticulocalbin 1	protein coding gene	ENSMUSG00000005973	19672
Rcor2	current symbol	MGI:1859854	Rcor2	REST corepressor 2	protein coding gene	ENSMUSG00000024968	104383
Rec114	current symbol	MGI:1920923	Rec114	REC114 meiotic recombination protein	protein coding gene	ENSMUSG00000074269	73673
Reep1	current symbol	MGI:1098827	Reep1	receptor accessory protein 1	protein coding gene	ENSMUSG00000052852	52250
Reep6	current symbol	MGI:1917585	Reep6	receptor accessory protein 6	protein coding gene	ENSMUSG00000035504	70335
Reln	current symbol	MGI:103022	Reln	reelin	protein coding gene	ENSMUSG00000042453	19699
Ret	current symbol	MGI:97902	Ret	ret proto-oncogene	protein coding gene	ENSMUSG00000030110	19713
Rexo2	current symbol	MGI:1888981	Rexo2	RNA exonuclease 2	protein coding gene	ENSMUSG00000032026	104444
Rflnb	current symbol	MGI:1923816	Rflnb	refilin B	protein coding gene	ENSMUSG00000020846	76566
Rgs10	current symbol	MGI:1915115	Rgs10	regulator of G-protein signalling 10	protein coding gene	ENSMUSG00000030844	67865
Rgs11	current symbol	MGI:1354739	Rgs11	regulator of G-protein signaling 11	protein coding gene	ENSMUSG00000024186	50782
Rgs14	current symbol	MGI:1859709	Rgs14	regulator of G-protein signaling 14	protein coding gene	ENSMUSG00000052087	51791
Rgs16	current symbol	MGI:108407	Rgs16	regulator of G-protein signaling 16	protein coding gene	ENSMUSG00000026475	19734
Rgs19	current symbol	MGI:1915153	Rgs19	regulator of G-protein signaling 19	protein coding gene	ENSMUSG00000002458	56470
Rgs6	current symbol	MGI:1354730	Rgs6	regulator of G-protein signaling 6	protein coding gene	ENSMUSG00000021219	50779
Rgs7bp	current symbol	MGI:106334	Rgs7bp	regulator of G-protein signalling 7 binding protein	protein coding gene	ENSMUSG00000021719	52882
Rgs8	current symbol	MGI:108408	Rgs8	regulator of G-protein signaling 8	protein coding gene	ENSMUSG00000042671	67792
Rgsl1	current symbol	MGI:2685048	Rgsl1	regulator of G-protein signaling like 1	protein coding gene	ENSMUSG00000042641	240816
Rhbdl1	current symbol	MGI:2384891	Rhbdl1	rhomboid like 1	protein coding gene	ENSMUSG00000025735	214951
Rhbdl3	current symbol	MGI:2179276	Rhbdl3	rhomboid like 3	protein coding gene	ENSMUSG00000017692	246104
Rhobtb2	current symbol	MGI:2180557	Rhobtb2	Rho-related BTB domain containing 2	protein coding gene	ENSMUSG00000022075	246710
Rhof	current symbol	MGI:1345629	Rhof	ras homolog family member F (in filopodia)	protein coding gene	ENSMUSG00000029449	23912
Rhoq	current symbol	MGI:1931553	Rhoq	ras homolog family member Q	protein coding gene	ENSMUSG00000024143	104215
Rimkla	current symbol	MGI:3040686	Rimkla	ribosomal modification protein rimK-like family member A	protein coding gene	ENSMUSG00000048899	194237
Rims4	current symbol	MGI:2674366	Rims4	regulating synaptic membrane exocytosis 4	protein coding gene	ENSMUSG00000035226	241770
Ripor2	current symbol	MGI:2444879	Ripor2	RHO family interacting cell polarization regulator 2	protein coding gene	ENSMUSG00000036006	193385
Rmnd5a	current symbol	MGI:1915727	Rmnd5a	required for meiotic nuclear division 5 homolog A	protein coding gene	ENSMUSG00000002222	68477
Rnf157	current symbol	MGI:2442484	Rnf157	ring finger protein 157	protein coding gene	ENSMUSG00000052949	217340
Robo3	current symbol	MGI:1343102	Robo3	roundabout guidance receptor 3	protein coding gene	ENSMUSG00000032128	19649
Rph3a	current symbol	MGI:102788	Rph3a	rabphilin 3A	protein coding gene	ENSMUSG00000029608	19894
Rps6ka2	current symbol	MGI:1342290	Rps6ka2	ribosomal protein S6 kinase, polypeptide 2	protein coding gene	ENSMUSG00000023809	20112
Rrbp1	current symbol	MGI:1932395	Rrbp1	ribosome binding protein 1	protein coding gene	ENSMUSG00000027422	81910
Rrp12	current symbol	MGI:2147437	Rrp12	ribosomal RNA processing 12 homolog	protein coding gene	ENSMUSG00000035049	107094
Rsad1	current symbol	MGI:3039628	Rsad1	radical S-adenosyl methionine domain containing 1	protein coding gene	ENSMUSG00000039096	237926
Rsph1	current symbol	MGI:1194909	Rsph1	radial spoke head 1 homolog (Chlamydomonas)	protein coding gene	ENSMUSG00000024033	22092
Rspo1	current symbol	MGI:2183426	Rspo1	R-spondin 1	protein coding gene	ENSMUSG00000028871	192199
Rspo2	current symbol	MGI:1922667	Rspo2	R-spondin 2	protein coding gene	ENSMUSG00000051920	239405
Rtl4	current symbol	MGI:3588192	Rtl4	retrotransposon Gag like 4	protein coding gene	ENSMUSG00000071679	619287
Rtl8a	current symbol	MGI:1913408	Rtl8a	retrotransposon Gag like 8A	protein coding gene	ENSMUSG00000067925	66158
Rtl8b	current symbol	MGI:3576504	Rtl8b	retrotransposon Gag like 8B	protein coding gene	ENSMUSG00000067924	553127
Rtl9	current symbol	MGI:2685231	Rtl9	retrotransposon Gag like 9	protein coding gene	ENSMUSG00000085584	209540
Rtn4ip1	current symbol	MGI:2178759	Rtn4ip1	reticulon 4 interacting protein 1	protein coding gene	ENSMUSG00000019864	170728
Rtn4r	current symbol	MGI:2136886	Rtn4r	reticulon 4 receptor	protein coding gene	ENSMUSG00000043811	65079
Rtn4rl1	current symbol	MGI:2661375	Rtn4rl1	reticulon 4 receptor-like 1	protein coding gene	ENSMUSG00000045287	237847
Rtn4rl2	current symbol	MGI:2669796	Rtn4rl2	reticulon 4 receptor-like 2	protein coding gene	ENSMUSG00000050896	269295
Rxfp1	current symbol	MGI:2682211	Rxfp1	relaxin/insulin-like family peptide receptor 1	protein coding gene	ENSMUSG00000034009	381489
S100a16	current symbol	MGI:1915110	S100a16	S100 calcium binding protein A16	protein coding gene	ENSMUSG00000074457	67860
S100b	current symbol	MGI:98217	S100b	S100 protein, beta polypeptide, neural	protein coding gene	ENSMUSG00000033208	20203
Sbk3	current symbol	MGI:2685924	Sbk3	SH3 domain binding kinase family, member 3	protein coding gene	ENSMUSG00000085272	381835
Scd1	current symbol	MGI:98239	Scd1	stearoyl-Coenzyme A desaturase 1	protein coding gene	ENSMUSG00000037071	20249
Scn2b	current symbol	MGI:106921	Scn2b	sodium channel, voltage-gated, type II, beta	protein coding gene	ENSMUSG00000070304	72821
Scn3b	current symbol	MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	protein coding gene	ENSMUSG00000049281	235281
Scn5a	current symbol	MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	protein coding gene	ENSMUSG00000032511	20271
Scnn1a	current symbol	MGI:101782	Scnn1a	sodium channel, nonvoltage-gated 1 alpha	protein coding gene	ENSMUSG00000030340	20276
Scube1	current symbol	MGI:1890616	Scube1	signal peptide, CUB domain, EGF-like 1	protein coding gene	ENSMUSG00000016763	64706
Sdc2	current symbol	MGI:1349165	Sdc2	syndecan 2	protein coding gene	ENSMUSG00000022261	15529
Sdc4	current symbol	MGI:1349164	Sdc4	syndecan 4	protein coding gene	ENSMUSG00000017009	20971
Sdccag8	current symbol	MGI:1924066	Sdccag8	serologically defined colon cancer antigen 8	protein coding gene	ENSMUSG00000026504	76816
Sdk1	current symbol	MGI:2444413	Sdk1	sidekick cell adhesion molecule 1	protein coding gene	ENSMUSG00000039683	330222
Sdk2	current symbol	MGI:2443847	Sdk2	sidekick cell adhesion molecule 2	protein coding gene	ENSMUSG00000041592	237979
Sec14l1	current symbol	MGI:1921386	Sec14l1	SEC14-like lipid binding 1	protein coding gene	ENSMUSG00000020823	74136
Sel1l3	current symbol	MGI:1916941	Sel1l3	sel-1 suppressor of lin-12-like 3 (C. elegans)	protein coding gene	ENSMUSG00000029189	231238
Selenop	current symbol	MGI:894288	Selenop	selenoprotein P	protein coding gene	ENSMUSG00000064373	20363
Sema4a	current symbol	MGI:107560	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	protein coding gene	ENSMUSG00000028064	20351
Sema4f	current symbol	MGI:1340055	Sema4f	sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain	protein coding gene	ENSMUSG00000000627	20355
Sema6a	current symbol	MGI:1203727	Sema6a	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	protein coding gene	ENSMUSG00000019647	20358
Sept3		No associated gene					
Sept8		No associated gene					
Sept9		No associated gene					
Serp2	current symbol	MGI:1919911	Serp2	stress-associated endoplasmic reticulum protein family member 2	protein coding gene	ENSMUSG00000052584	72661
Serpina3n	current symbol	MGI:105045	Serpina3n	serine (or cysteine) peptidase inhibitor, clade A, member 3N	protein coding gene	ENSMUSG00000021091	20716
Serpinb9	current symbol	MGI:106603	Serpinb9	serine (or cysteine) peptidase inhibitor, clade B, member 9	protein coding gene	ENSMUSG00000045827	20723
Serpine2	current symbol	MGI:101780	Serpine2	serine (or cysteine) peptidase inhibitor, clade E, member 2	protein coding gene	ENSMUSG00000026249	20720
Serpinf1	current symbol	MGI:108080	Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1	protein coding gene	ENSMUSG00000000753	20317
Serpinh1	current symbol	MGI:88283	Serpinh1	serine (or cysteine) peptidase inhibitor, clade H, member 1	protein coding gene	ENSMUSG00000070436	12406
Sertad2	current symbol	MGI:1931026	Sertad2	SERTA domain containing 2	protein coding gene	ENSMUSG00000049800	58172
Sertm1	current symbol	MGI:3607715	Sertm1	serine rich and transmembrane domain containing 1	protein coding gene	ENSMUSG00000056306	329641
Sez6l	current symbol	MGI:1935121	Sez6l	seizure related 6 homolog like	protein coding gene	ENSMUSG00000058153	56747
Sf3b2	current symbol	MGI:2441856	Sf3b2	splicing factor 3b, subunit 2	protein coding gene	ENSMUSG00000024853	319322
Sfxn1	current symbol	MGI:2137677	Sfxn1	sideroflexin 1	protein coding gene	ENSMUSG00000021474	14057
Sfxn3	current symbol	MGI:2137679	Sfxn3	sideroflexin 3	protein coding gene	ENSMUSG00000025212	94280
Sgcb	current symbol	MGI:1346523	Sgcb	sarcoglycan, beta (dystrophin-associated glycoprotein)	protein coding gene	ENSMUSG00000029156	24051
Sgpl1	current symbol	MGI:1261415	Sgpl1	sphingosine phosphate lyase 1	protein coding gene	ENSMUSG00000020097	20397
Sgsm2	current symbol	MGI:2144695	Sgsm2	small G protein signaling modulator 2	protein coding gene	ENSMUSG00000038351	97761
Sh3bp4	current symbol	MGI:2138297	Sh3bp4	SH3-domain binding protein 4	protein coding gene	ENSMUSG00000036206	98402
Sh3pxd2b	current symbol	MGI:2442062	Sh3pxd2b	SH3 and PX domains 2B	protein coding gene	ENSMUSG00000040711	268396
Shisa4	current symbol	MGI:1924802	Shisa4	shisa family member 4	protein coding gene	ENSMUSG00000041889	77552
Shisa9	current symbol	MGI:1919805	Shisa9	shisa family member 9	protein coding gene	ENSMUSG00000022494	72555
Shisal1	current symbol	MGI:1919551	Shisal1	shisa like 1	protein coding gene	ENSMUSG00000062760	72301
Shmt2	current symbol	MGI:1277989	Shmt2	serine hydroxymethyltransferase 2 (mitochondrial)	protein coding gene	ENSMUSG00000025403	108037
Siah2	current symbol	MGI:108062	Siah2	siah E3 ubiquitin protein ligase 2	protein coding gene	ENSMUSG00000036432	20439
Sidt1	current symbol	MGI:2443155	Sidt1	SID1 transmembrane family, member 1	protein coding gene	ENSMUSG00000022696	320007
Sidt2	current symbol	MGI:2446134	Sidt2	SID1 transmembrane family, member 2	protein coding gene	ENSMUSG00000034908	214597
Sik2	current symbol	MGI:2445031	Sik2	salt inducible kinase 2	protein coding gene	ENSMUSG00000037112	235344
Sipa1l2	current symbol	MGI:2676970	Sipa1l2	signal-induced proliferation-associated 1 like 2	protein coding gene	ENSMUSG00000001995	244668
Sirpa	current symbol	MGI:108563	Sirpa	signal-regulatory protein alpha	protein coding gene	ENSMUSG00000037902	19261
Sirt3	current symbol	MGI:1927665	Sirt3	sirtuin 3	protein coding gene	ENSMUSG00000025486	64384
Sla	current symbol	MGI:104295	Sla	src-like adaptor	protein coding gene	ENSMUSG00000022372	20491
Slain2	current symbol	MGI:1923241	Slain2	SLAIN motif family, member 2	protein coding gene	ENSMUSG00000036087	75991
Slc12a8	current symbol	MGI:2443672	Slc12a8	solute carrier family 12 (potassium/chloride transporters), member 8	protein coding gene	ENSMUSG00000035506	171286
Slc13a5	current symbol	MGI:3037150	Slc13a5	solute carrier family 13 (sodium-dependent citrate transporter), member 5	protein coding gene	ENSMUSG00000020805	237831
Slc15a2	current symbol	MGI:1890457	Slc15a2	solute carrier family 15 (H+/peptide transporter), member 2	protein coding gene	ENSMUSG00000022899	57738
Slc16a1	current symbol	MGI:106013	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	protein coding gene	ENSMUSG00000032902	20501
Slc16a6	current symbol	MGI:2144585	Slc16a6	solute carrier family 16 (monocarboxylic acid transporters), member 6	protein coding gene	ENSMUSG00000041920	104681
Slc17a7	current symbol	MGI:1920211	Slc17a7	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7	protein coding gene	ENSMUSG00000070570	72961
Slc18a2	current symbol	MGI:106677	Slc18a2	solute carrier family 18 (vesicular monoamine), member 2	protein coding gene	ENSMUSG00000025094	214084
Slc19a2	current symbol	MGI:1928761	Slc19a2	solute carrier family 19 (thiamine transporter), member 2	protein coding gene	ENSMUSG00000040918	116914
Slc1a1	current symbol	MGI:105083	Slc1a1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	protein coding gene	ENSMUSG00000024935	20510
Slc1a5	current symbol	MGI:105305	Slc1a5	solute carrier family 1 (neutral amino acid transporter), member 5	protein coding gene	ENSMUSG00000001918	20514
Slc22a3	current symbol	MGI:1333817	Slc22a3	solute carrier family 22 (organic cation transporter), member 3	protein coding gene	ENSMUSG00000023828	20519
Slc24a3	current symbol	MGI:2137513	Slc24a3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	protein coding gene	ENSMUSG00000063873	94249
Slc24a4	current symbol	MGI:2447362	Slc24a4	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4	protein coding gene	ENSMUSG00000041771	238384
Slc25a22	current symbol	MGI:1915517	Slc25a22	solute carrier family 25 (mitochondrial carrier, glutamate), member 22	protein coding gene	ENSMUSG00000019082	68267
Slc25a23	current symbol	MGI:1914222	Slc25a23	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23	protein coding gene	ENSMUSG00000046329	66972
Slc25a34	current symbol	MGI:2686215	Slc25a34	solute carrier family 25, member 34	protein coding gene	ENSMUSG00000040740	384071
Slc25a42	current symbol	MGI:1920345	Slc25a42	solute carrier family 25, member 42	protein coding gene	ENSMUSG00000002346	73095
Slc29a1	current symbol	MGI:1927073	Slc29a1	solute carrier family 29 (nucleoside transporters), member 1	protein coding gene	ENSMUSG00000023942	63959
Slc29a2	current symbol	MGI:1345278	Slc29a2	solute carrier family 29 (nucleoside transporters), member 2	protein coding gene	ENSMUSG00000024891	13340
Slc2a1	current symbol	MGI:95755	Slc2a1	solute carrier family 2 (facilitated glucose transporter), member 1	protein coding gene	ENSMUSG00000028645	20525
Slc2a4	current symbol	MGI:95758	Slc2a4	solute carrier family 2 (facilitated glucose transporter), member 4	protein coding gene	ENSMUSG00000018566	20528
Slc32a1	current symbol	MGI:1194488	Slc32a1	solute carrier family 32 (GABA vesicular transporter), member 1	protein coding gene	ENSMUSG00000037771	22348
Slc35b4	current symbol	MGI:1931249	Slc35b4	solute carrier family 35, member B4	protein coding gene	ENSMUSG00000018999	58246
Slc35c2	current symbol	MGI:2385166	Slc35c2	solute carrier family 35, member C2	protein coding gene	ENSMUSG00000017664	228875
Slc35e1	current symbol	MGI:2142403	Slc35e1	solute carrier family 35, member E1	protein coding gene	ENSMUSG00000019731	270066
Slc35e4	current symbol	MGI:2144150	Slc35e4	solute carrier family 35, member E4	protein coding gene	ENSMUSG00000048807	103710
Slc37a2	current symbol	MGI:1929693	Slc37a2	solute carrier family 37 (glycerol-3-phosphate transporter), member 2	protein coding gene	ENSMUSG00000032122	56857
Slc38a3	current symbol	MGI:1923507	Slc38a3	solute carrier family 38, member 3	protein coding gene	ENSMUSG00000010064	76257
Slc3a2	current symbol	MGI:96955	Slc3a2	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	protein coding gene	ENSMUSG00000010095	17254
Slc41a3	current symbol	MGI:1918949	Slc41a3	solute carrier family 41, member 3	protein coding gene	ENSMUSG00000030089	71699
Slc45a4	current symbol	MGI:2146236	Slc45a4	solute carrier family 45, member 4	protein coding gene	ENSMUSG00000079020	106068
Slc48a1	current symbol	MGI:1914989	Slc48a1	solute carrier family 48 (heme transporter), member 1	protein coding gene	ENSMUSG00000081534	67739
